"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2J5JKM05BMJT7RC7UQKPHRA7WBPIDT","Where do Romney and Obama differ on foreign policy? Analysis of positions on Middle East. China. energy. defencI'm voting for revenge for those 4 men Obama left to die.","A182JW8U6PO60U","angry","A2TI6FZW8DL9E8","angry","Yes","angry","Sun Nov 18 11:40:20 UTC 2012"
"2H1PPSI2KYEPY23IXUCMEWJ3SG9RLL","@beingtricia So honored - yesterday. in NH I met our President and was able to shake his hand  &amp; say thank you-VOTE Obama/Biden","A26L95RMC7I9TB","happy","A2TI6FZW8DL9E8","happy","Yes","happy","Sat Nov 17 05:09:32 UTC 2012"
"207PSI2KYEPL5ZLGCVD64J3OENJSMD","@MikeyMeaney I don't care what colour he is. he could be purple with orange spots for all I care. He's still the man for the job. #obama","A2TI6FZW8DL9E8","happy","A2ZBYVQLDUZOV7","happy","Yes","happy","Sat Nov 17 16:11:49 UTC 2012"
"231UNU8LZ6R7DQJ21I48R3VEB2LK4T","RT @RangerMoore: As a combat veteran I &amp; my fellow veterans fought too hard to allow Obama disgrace this great country. VOTE OBAMA OUT","A2TI6FZW8DL9E8","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sat Nov 17 03:38:00 UTC 2012"
"255NVRH1KHO9RQ5MZGEVHLKWB3FZQB","Obama. Romney make a mad dash in a final bid for votes: President Barack Obama and Republican challenger Mitt Ro... http://t.co/M522eUvy","A29PP6NH9Z72Q2","none","A2ZBYVQLDUZOV7","none","Yes","none","Fri Nov 16 17:27:32 UTC 2012"
"2IBHV8ER9Y8T0UWXR2D5SFHS6UER4S","Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/rTZjWVRV","A29PP6NH9Z72Q2","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 15:57:37 UTC 2012"
"248Y2RCJK63Z8OHSJABUQAQ9NRYV6B","BBC News - US election: Obama and Romney set for last campaign day http://t.co/6cFyNBzB","A182JW8U6PO60U","none","A29PP6NH9Z72Q2","none","Yes","none","Sat Nov 17 06:47:05 UTC 2012"
"21405BMJTUHY9CU4HJIAFS5WQ7YGLE","@JumpinBeauty I watched themovie ""Obama's America 2016"" and legit got so scared about the things Obama wants to accomplish inthe near future","A26L95RMC7I9TB","afraid","A29PP6NH9Z72Q2","afraid","Yes","afraid","Sat Nov 17 07:09:18 UTC 2012"
"2BZYW2GTP9RAK2J7EBX96SOFB6BOTC","President Barack Obama and former Massachusetts governor Mitt Romney square off in the http://t.co/1fxaXdDk","A182JW8U6PO60U","none","A29PP6NH9Z72Q2","none","Yes","none","Fri Nov 16 22:29:15 UTC 2012"
"2NORLPHIT3HV9K9VAGTNRQ21B8SAIJ","On Friday Obama told supporters voting for him is the best revenge.  Revenge for what?","A29PP6NH9Z72Q2","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sun Nov 18 17:14:08 UTC 2012"
"2H9YNJ92NJKMDFPXB3LH6W2GXV27CN","Y'all think Obama wipe his ass wit toilet paper or sum cloth type shit?","A29PP6NH9Z72Q2","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sun Nov 18 16:00:12 UTC 2012"
"200A0RYNJ92NWU0BXLDJ1UHY08949J","Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen... http://t.co/ZKaDUaiv","A26L95RMC7I9TB","none","A29PP6NH9Z72Q2","none","Yes","none","Sat Nov 17 07:08:02 UTC 2012"
"2ZZPCGJ2D21OG6J89AAPXSI2O475BZ","#obama Matt obtained Quit beyond school with regard to submitting KrissyIs actually photos http://t.co/khkR9Du1","A29PP6NH9Z72Q2","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 15:45:20 UTC 2012"
"2QP46OQ1SNQQK0KISFSQSCNR58LP53","Obama Works Turnout as Romney Seeks Wave on Final Day - Businessweek: Obama Works Turnout as Romney Seeks Wave o... http://t.co/Sp6PyWNE","A29PP6NH9Z72Q2","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 15:45:55 UTC 2012"
"2U425L8I9NZWJRSAYY54YW7TCC1TJY","Obama Gains Edge in Campaigns Final Days http://t.co/XjaBGZV1","A29PP6NH9Z72Q2","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 16:35:31 UTC 2012"
"21MF0OHOVR14V7YZUV02PECWECQ54T","RT @Obama2012: Obama in FL: ""Weve come too far to let our hearts grow faint. Its time to keep moving forward to educate our kids. to c","A182JW8U6PO60U","hopeful","A29PP6NH9Z72Q2","hopeful","Yes","hopeful","Fri Nov 16 22:51:33 UTC 2012"
"2UHKPFE4EGDHQWGGDI99VZW6LKSI8N","Case in point: Obama's 'zinger' about Romney's pension size.Why is having a big pension shameful? He worked for it","A29PP6NH9Z72Q2","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Fri Nov 16 17:42:00 UTC 2012"
"2N0AA2SEIUUUDA21CU14QIS8W8NPPQ","#DearMrFaniKayode If you really believe that Obama is the Anti-Christ. what can you do about it? Or can you stop the Prophesy about Rapture?","A182JW8U6PO60U","angry","A29PP6NH9Z72Q2","angry","Yes","angry","Fri Nov 16 23:37:49 UTC 2012"
"27L9Z0B6UTO66ES6K3MRSGPWW2XZO3","@Morning_Joe Another Obama triumph!!! Israeli Defense Says Iran Postponed Nuclear Ambitions http://t.co/zF7oQ2kL","A23S6QOSZH9TMT","happy","A2ZBYVQLDUZOV7","happy","Yes","happy","Sat Nov 17 18:08:51 UTC 2012"
"21UJ011K274JKJY1OGS8V46U1L5DBF","RT @AMJoesMoustache: Especially where the Bible says ""every man for himself."" @NBCFirstRead","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 12:24:39 UTC 2012"
"20P9KQW618N4J4BQ4NV55CETRJLNLU","Obama better be winning these states.","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 01:12:26 UTC 2012"
"2NF3YOCCF0CPIUB0LSEIQXYG8VETSE","Maybe my mom will let me stay home cause I know she voted for Obama.","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 01:02:04 UTC 2012"
"25L3FDEY5COWDVU2RDZCZFLCA1GT2C","@Slugcocks I think Obama needs more time. The state America was in will take years to fix. Romney just isn't what America need #myopinion","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 01:23:11 UTC 2012"
"2M5QYN5F3Q0JTF79EX3W6B49JFLAEA","RT @MICHAELDOLLAR: Obama Signed The HIRE Act to stimulate economic recovery (2010) small businesses can write off their investments in","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 02:35:03 UTC 2012"
"26XE4EGDHDM2IVMT1XQWEHEZAU7LB3","Did a random twitter search for election worried. On first page (all I checked) every tweet expressed worry Obama would lose.","A182JW8U6PO60U","afraid","A2ZBYVQLDUZOV7","afraid","Yes","afraid","Sun Nov 18 02:35:52 UTC 2012"
"2JP4J79KQW61LXIHM76CL45XGKMKI8","President Obama gets Will Ferrell's vote in hilarious campaign video http://t.co/cVxLuYAt","A182JW8U6PO60U","funny","A2ZBYVQLDUZOV7","funny","Yes","funny","Fri Nov 16 23:37:10 UTC 2012"
"2UHKPFE4EGDHQWGGDI99VZW6LKS8ID","RT @VotingAmerican: America cannot afford 16 more Tax Payer Funded Obama Family Vacations!","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 07:24:45 UTC 2012"
"2F55F3Q0JG5TBW1NO824HF9SWYADHV","@isabel_dobinson i want obama to win. but i just think he might lose. its going to be very very close :/","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","afraid","Yes","afraid","Sun Nov 18 23:45:10 UTC 2012"
"2BFFCD45XCET0N6YLU9NBTGP862ZX8","Obama. Romney make a mad dash in a final bid for votes: President Barack Obama and Republican challenger Mitt Ro... http://t.co/Nh7ldVdz","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 06:45:50 UTC 2012"
"2WTNFSVGULF3MF67YX71NS3N2TC8MT","RT @mickw1965: @RichardDawkins Every Sunday newspaper supporting Obama even the right wing ones. British people are genuinely scared of","A2ZBYVQLDUZOV7","afraid","ATBZC1F0M7F2F","afraid","Yes","afraid","Sun Nov 18 15:41:03 UTC 2012"
"2N633FDEY5CO9AZRJ9U8KRFLGCO1SE","RT @nbc15_madison: President Obama and Air Force One are officially on the ground. He landed at 2:40 a.m. at the Dane County Airport. ht","A26L95RMC7I9TB","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 05:11:03 UTC 2012"
"2JYTP9RA7S5WZBKKQ2FFF0JMLR3SXX","http://t.co/4myGlAww Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spend...","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 12:57:24 UTC 2012"
"2VUWA6X3YOCCSAQ0XUOP1INIM3RPO9","RT @ericmetaxas: On the campaign trail today. President Obama declared that if the economy is not fixed in four years he will not run fo","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 17:19:01 UTC 2012"
"2JV5NQYN5F3QDTUGL8DNKWYB8F8C8F","Documents obtained by former Muslim Brotherhood member Walid Shoebat reportedly demonstrate the Obama... http://t.co/H7eqJklO","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 01:15:53 UTC 2012"
"2UHXR24SMEZZFWWVEX0UGP9Y7EM1IM","RT @alexbrighouse: @AbbieMitchell_ reading all your tweets about obama.i was just scrolling through google and found this...grim http://","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 06:55:18 UTC 2012"
"27GN5F3Q0JG5680Y46PBC9F9WYLCGV","To the American people. if you don't vote for Obama. you'll have another 4yrs of misery #Bushism","A2ZBYVQLDUZOV7","angry","A3169N2SCN3ENK","angry","Yes","angry","Sun Nov 18 04:29:44 UTC 2012"
"2Y9RLFQ0ONNV4RFV9Y0EORB7ATNJSZ","Obama and Romney in closing pitches as legal disputes begin http://t.co/uS30HBrO","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 16:07:21 UTC 2012"
"2KD0FK0COK2JRB0IHUB9TRW6S53QJI","Michelle Obama's Best Fashion Moments As First Lady http://t.co/YH77xqaC","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 01:17:47 UTC 2012"
"2AG24E6AUBXH92VI7V093BZWHXF0WQ","friday needs to be counted as part of the weekend obama work on this","A2ZBYVQLDUZOV7","funny","ATBZC1F0M7F2F","funny","Yes","funny","Sun Nov 18 15:49:25 UTC 2012"
"28R8D8J3VE7W527YQM73UCK8EZVIY1","@ericbolling - last day. hopefully after tomorrow there will be silence from Obama and his parrots. tired of his same rhetoric!","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 23:38:05 UTC 2012"
"2O8EOZFYQS1C530Z77ID04IC5KRLIC","Obama says ""Forward"". To what? Being disarmed and ruled by his Government? Look around at his work. We are broke and unemployed!","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 07:51:06 UTC 2012"
"2N970G5R98D8WD9PZ6JS1NYCK9FSCV","My back and feet hurt still! It was worth it to see Obama! I could use a massage though","A2ZBYVQLDUZOV7","happy","A3169N2SCN3ENK","happy","Yes","happy","Sun Nov 18 02:29:12 UTC 2012"
"2DM0SPW1INMHT84FBDEAJ6BFQL93GP","RT @dennino1: Why do voters in the Red States. who get many more federal dollars than people in the Blue States. prefer Rawmoney over Obama?","A2ZBYVQLDUZOV7","mocking","A3169N2SCN3ENK","mocking","Yes","mocking","Sun Nov 18 21:06:02 UTC 2012"
"27PQ67051QKC01FDL0315MGI416ZFH","Also just the way Obama has governed making the tough unpopular decisions. No one knew at the time the auto bailout would win votes","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 07:32:04 UTC 2012"
"2UZDM25L8I9NC6KS69XOM4QWBZ0RHE","Mitt Romney wants to do great things. Obama just wants to be perceived as great...","A182JW8U6PO60U","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sat Nov 17 05:58:28 UTC 2012"
"2TX806UFBNFS8Q8W7D050W6NK782GC","I don't scare if you vote for President Obama or Vice President Biden. as long as you vote for one of them :-)","A2ZBYVQLDUZOV7","happy","A3KDDEV4GCORLB","happy","Yes","happy","Mon Nov 19 18:04:45 UTC 2012"
"26UGJ2D21O3WI7VBBZGSQ2KYIVE7DN","#TeaParty RT @John_Scotus Could this be why Obama is doing so well in the polls? The Bradley Effect &amp; the 2012 Election http://t.co/Jyrb4WA1","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 00:58:43 UTC 2012"
"2ELV0FK0COK2WOFXZZBKHLRWAUSPIE","@PerezHilton  I will be voting for Romney ..i have Romnesia &amp; the only cure 4 it is to help Obama &amp; his greedy wife evacuate OUR White House","A182JW8U6PO60U","angry","AKBP92VUQ7G3","angry","Yes","angry","Sun Nov 18 12:34:26 UTC 2012"
"2EZ0JPPSI2KYRZZ3HHWKTM6WN9GJPJ","My dear USA friends please vote for OBAMA","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 07:44:21 UTC 2012"
"2JJO3W5XH0JP22WDC85PTSP79QEDJ0","If another Romney commercial come on dissin Obama in going break the damn Tv.","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Mon Nov 19 00:19:12 UTC 2012"
"2UZJHP4BDDKGH8M2K70XBG35B23Z6E","@crkilroy @fuqutooo Romney already used government to nefarious ends. He gave the world ObamaCare before there was Obama. And you trust him?","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sat Nov 17 05:11:52 UTC 2012"
"2OOO33FDEY5C16EW81Q3GCRFPIYR0C","RT @rylewsapussy: Re-electing Obama is like backing the Titanic up and hitting the iceberg again. Electing Romney is like hitting a diff","A2ZBYVQLDUZOV7","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Sun Nov 18 15:45:06 UTC 2012"
"2TFKNQY2RCJKJDD66D8R8KUIEW1S3W","Why are all these famous people campaigning for Obama like how is Romney suppose to live knowing Beyonce doesn't like him?","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 07:25:10 UTC 2012"
"2ZZPCGJ2D21OG6J89AAPXSI2O47B55","The Difference Between Bush's First Term Vs. Obama's First Term In One Devastating Chart http://t.co/81Q4Wt5D","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Sun Nov 18 23:39:18 UTC 2012"
"2NAVQ8H88MQUJVJZ353I9RXX8GAR8Z","Al Jazeera Network US candidates campaign in swing states: Latest polls show President Barack Obama and rival Mi... http://t.co/VeSosJZ9","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:50:57 UTC 2012"
"2EPH57DZKPFEHOUO9ND2DL8IDTT3DF","@julianatheiss @lisalake I can educate myself I already know what a communist is and Obama isn't one. Other ways of criticising without lies","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 15:44:33 UTC 2012"
"2YIJPPSI2KYE2V60ZFBLU6WJ7U3QKH","Damn b. Romney win u not gon ever have gas b""@DJZeeti: im definitely not walking to vote.. obama just gonna have to lose this year""","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 16:06:05 UTC 2012"
"2TX0CP5KXPTI0SW8QQVPU7NYACWYZD","RT @boobygraffoe: Between them Obama and Romney have spent $1.605.000.000 trying to convi am an American i would do the same thing.","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 17:03:10 UTC 2012"
"2RCC26DG67D1AD9B7URCWK2JI7F7EG","@OpTicMiDNiTE you is dumb if Obama wins I'm moving to Canada","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 15:48:45 UTC 2012"
"21UCVLL3CA33ZRO0IE39VQU713BZ9P","Michael Moore Wants You and Your Friends to Vote for Obama - Truthdig http://t.co/vF3l9Pf9 via @truthdig","A26L95RMC7I9TB","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 07:07:44 UTC 2012"
"25XXRDS4IC1EBN18BPD19A2IZ4WZWF","Obama. Romney Make Final Pleas as Legal Fights Begin","A3169N2SCN3ENK","none","A3NU1SQPI1NXY4","none","Yes","none","Sun Nov 18 04:31:04 UTC 2012"
"2YN7DZKPFE4ETNVOECWLGI9N32Z5FH","Sandy has become Obamas Katrina - Remember that video where he was braying about Katrina in ebonics? Where is he now?! http://t.co/ZMHKB9la","A2TI6FZW8DL9E8","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Sun Nov 18 15:41:15 UTC 2012"
"2FPQEOZFYQS1P27XGPORLS4IG77KHF","Oh no! Someone has poisoned my hero @NeilDiamond with Obama's KoolAid. Quick...get him a dose of reality before it's too late!!!","A2TI6FZW8DL9E8","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sun Nov 18 03:30:11 UTC 2012"
"2PT727M0IGFKUNFHQPJVN4VIS0SEZF","Murky Monday Links: Don't you know that he would if he could...Study: Media Framed Benghazi In Obamas TermsRomn... http://t.co/XGnOKdtq","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 16:33:10 UTC 2012"
"21K74J79KQW6EI1FY4OFKD451I7HJD","If Obama gets elected again . they were right about the world ending . #NObama","A182JW8U6PO60U","angry","A26L95RMC7I9TB","angry","Yes","angry","Sat Nov 17 07:14:04 UTC 2012"
"2YWCWA6X3YOCPPENHFBXXTINMOPONB","Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/IjBYZ0Pc","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 16:13:27 UTC 2012"
"2WT0HFL42J1LBFMMZCYM8IGFON61M2","@Morning_Joe 1980? the polling's much more sophisticated now.  Early voting rolling Obama's way in Ohio. all polls in his favor. he will win","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","hopeful","Yes","hopeful","Sat Nov 17 03:43:05 UTC 2012"
"2OMJ79KQW6180EK5PP3DC5XCIZFJLL","In last days of campaign. final push to get out the vote: One day out from Election Day. Obama campaign touts un... http://t.co/0pWlA3T8","A1ZIJE78NHH669","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 03:01:09 UTC 2012"
"2OVZKPFE4EGDUN0DXVZIHNZWAN77HW","@natlsecuritycnn There will no second term for Obama. especially for a Socialist that is trying to destroy america. Spineless Liberal CNN","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 15:39:50 UTC 2012"
"295QQ7Q670513UQYJBTTYC1XQMBCWU","Inhofe  push for regulatory transparency after Obama administration misses his deadline for releasing regulatory http://t.co/uCTlC1Fj","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Sat Nov 17 06:03:50 UTC 2012"
"243VWJ5OPB0Y8QDJQWNBFEP9Y9U4W9","Ok we all talk about the Obama/Romney attack ads yet the local NC ads are completely ridiculous and worse in every way","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","angry","Yes","angry","Sun Nov 18 15:48:37 UTC 2012"
"2U6BDDP8PJWK7NRJPW23Y39Z4HZG5R","Report: Obama cut back substantially on economically signifcant regulations in October http://t.co/7RQnPkPG #tcot","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 20:19:52 UTC 2012"
"2Z7DOBDDP8PJ9U8O5IOMJ3Q3D5U3E8","RT @paplanner13: @bpshow Have voted in every election since 1968. this time the future of the world depends on voting for Barack Obama","A2ZBYVQLDUZOV7","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Sun Nov 18 23:35:32 UTC 2012"
"2OIG5R98D8J38OL7K2KN6CG3QICUE5","RT @moviesndtv: President Obama gets Will Ferrell's vote in hilarious campaign video","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 17:17:48 UTC 2012"
"2S5VP3TVOK5USTJCQHHEWZFYUYU25U","Wind tax credits likely to end under Romney: The wind energy boom President Obama touted as key... http://t.co/ELO9IYk4 #tcot #obama #P2","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 05:33:40 UTC 2012"
"2UV2AC9KSSZVA7G1WFLUSQOYKTB1JY","democrates obama republicans are slow like lamas","A2JGEXY1LC5BAY","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sun Nov 18 04:29:58 UTC 2012"
"2DM0SPW1INMHT84FBDEAJ6BFQL8G31","RT @FelicisTredecim: I can see it now. Obama looking at himself in the mirror. to Michelle. oh yeah our fool followers gonna get you mor","A182JW8U6PO60U","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Sun Nov 18 02:37:23 UTC 2012"
"2Z3KH1Q6SVQ8UIMXI4XLDOBVGOU2LI","Dictator-in-Chief: President Obama Creates Police State Just Days Before Election http://t.co/njLzOM4u","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 01:14:35 UTC 2012"
"2DJINMHGYQ4JGXOMYL6MNFOY2OM8LR","B/c theyve made no $ yet RT @CatherineCrier: Harvard Business School Students Prefer Obama: Survey http://t.co/UzKNK6RH via @HuffPostSmBiz","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:20:22 UTC 2012"
"2SST2D5NQYN5SD4BBQWT6MNC04459P","RT @DerrenBrown: Non-Americans tweeting pro-Obama get told to mind their own fckng business. do we know does the same happen when it's p","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sat Nov 17 05:13:04 UTC 2012"
"2IUSTMOFXRDSHSQC684N5JFM572RUF","RT @Chris_1791: America or Obama. We can't have both. Shining city upon a hill or Greece? Save America get rid of Obama! http://t.co/N3r","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sun Nov 18 16:23:35 UTC 2012"
"2CIFK0COK2JEEWL0CU0LZW6O3G4RKI","RT @ProudAmerican82: RETWEET if you believe Obama's treatment of our Navy #SEALs is unbecoming of the Presidency &amp; a disgrace to the","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sun Nov 18 15:54:28 UTC 2012"
"294EZZ2MIKMNM4M018U81WWXM9L7OK","Who do you believe will win the Presidential Election on Tuesday?  Let us know Click on the link http://t.co/s28AvI7t #Romney. #Obama","A182JW8U6PO60U","none","A26L95RMC7I9TB","none","Yes","none","Sun Nov 18 12:33:06 UTC 2012"
"2T6K2JE1M7PKXJZ2OGFZIC04P5QPWL","@isdown @DiegoUK Shit. House Republicans already did everything they could to fuck America in their bid to unseat Obama. Rotten to the core!","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sat Nov 17 15:38:18 UTC 2012"
"2M38I9NZW6HECG2PW0N71869K0EWMV","Under The Radar via jacoBLOG - Back in September. we wrote a post about the Obama campaigns use http://t.co/xas8a1Qf","A26L95RMC7I9TB","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 17:18:39 UTC 2012"
